Vùng,Năm,Diện tích(Km2),Dân số trung bình (Nghìn người),Mật độ dân số (Người/km2),Tổng dân số,Nam,Nữ,Tổng dân số thành thị,Tổng dân số nông thôn,Tỷ suất sinh thô,Tỷ suất chết thô,Tỷ lệ tăng tự nhiên,Tỷ suất nhập cư,Tỷ suất xuất cư,Tỷ suất di cư thuần,Tỷ số giới tính,Khu vực,Tỉ lệ thất nghiệp,Tỉ lệ thất nghiệp ở thành thị,Tỉ lệ thất nghiệp ở nông thôn,Phần trăm dân số
Sóc Trăng,2023,3298.2,1198.8,363.5,1198.8,606.91,591.89,406.02,792.78,11.28,5.67,5.61,2.52,13.31,-10.79,98.66,Đồng bằng sông Cửu Long,0.72,2.53,2.58,1.2
Sóc Trăng,2024,3298.2,1205.3,365.5,1205.34,610.26,595.08,411.15,794.19,10.73,5.72,5.01,2.23,16.73,-14.5,102.55,Đồng bằng sông Cửu Long,2.88,1.17,3.09,1.19
Bạc Liêu,2011,2468.7,866.9,351.1,866.87,432.58,434.3,230.73,636.14,15.7,5.6,10.1,3,9.6,-6.6,99.6,Đồng bằng sông Cửu Long,3.9,1.78,1.31,0.98
Bạc Liêu,2012,2468.7,872.1,353.3,872.14,435.36,436.78,233.37,638.77,17.4,5.9,11.5,2.4,10.7,-8.3,99.68,Đồng bằng sông Cửu Long,3.26,0.88,3.16,0.98
Bạc Liêu,2013,2468.7,877.0,355.3,877.04,437.97,439.07,235.94,641.1,16.0,6.2,9.9,2.5,16.4,-13.9,99.75,Đồng bằng sông Cửu Long,4.38,2.44,1.43,0.97
Bạc Liêu,2014,2468.7,882.2,357.3,882.16,440.69,441.47,238.59,643.57,15.1,7.1,8.0,2.5,16.6,-14.1,99.82,Đồng bằng sông Cửu Long,4.39,0.42,1.14,0.97
Bạc Liêu,2015,2468.7,887.3,359.4,887.3,443.4,443.9,241.3,646.0,12.9,6.8,6.1,1.3,7.6,-6.3,99.9,Đồng bằng sông Cửu Long,4.66,0.81,1.24,0.96
Bạc Liêu,2016,2669.1,892.8,334.5,892.8,446.3,446.4,244.1,648.7,12.8,6.4,6.4,0.7,7.5,-6.9,100.0,Đồng bằng sông Cửu Long,1.65,3.64,5.8,0.96
Bạc Liêu,2017,2669.0,897.7,336.3,897.7,449.0,448.8,246.7,651.0,12.4,6.0,6.4,0.4,4.4,-4,100.0,Đồng bằng sông Cửu Long,4.41,1.6,5.38,0.95
Bạc Liêu,2018,2669.0,903.0,338.3,903.0,451.7,451.2,249.5,653.5,10.9,4.9,6.0,0.2,6.9,-6.7,100.1,Đồng bằng sông Cửu Long,1.97,1.86,5.31,0.95
Bạc Liêu,2019,2669.0,908.2,340.0,908.2,454.6,453.7,252.3,656.0,12.8,6.2,6.6,1.4,11.8,-10.4,100.19,Đồng bằng sông Cửu Long,4.73,4.25,3.49,0.94
Bạc Liêu,2020,2667.9,913.5,342.0,913.48,457.07,456.41,253.64,659.84,12.36,5.99,6.36,3.26,16.61,-13.34,100.15,Đồng bằng sông Cửu Long,2.8,1.98,3.58,0.94
Bạc Liêu,2021,2667.9,918.5,344.0,918.51,459.49,459.02,254.94,663.57,12.6,5.2,7.46,0.31,17.91,-17.61,100.1,Đồng bằng sông Cửu Long,1.67,1.84,1.88,0.93
Bạc Liêu,2022,2667.9,921.8,346.0,921.81,462.14,459.67,255.89,665.92,11.4,7.37,4.03,0.52,6.66,-6.14,100.54,Đồng bằng sông Cửu Long,3.19,1.07,5.4,0.93
Bạc Liêu,2023,2667.9,925.2,346.8,925.17,463.88,461.29,256.85,668.32,11.4,5.57,5.83,4.39,10.82,-6.44,101.34,Đồng bằng sông Cửu Long,0.89,3.55,2.93,0.92
Bạc Liêu,2024,2667.9,928.7,348.1,928.68,465.7,462.98,257.92,670.77,11.48,4.12,7.37,3.23,9.83,-6.61,100.59,Đồng bằng sông Cửu Long,4.42,2.79,3.73,0.92
Cà Mau,2011,5294.9,1204.5,227.5,1204.5,606.32,598.18,260.2,944.3,15.0,5.8,9.2,4.2,16.3,-12.1,101.36,Đồng bằng sông Cửu Long,4.71,2.68,4.69,1.37
Cà Mau,2012,5294.9,1203.5,227.3,1203.46,606.27,597.19,261.66,941.8,14.8,5.3,9.5,2.4,8.2,-5.8,101.52,Đồng bằng sông Cửu Long,3.21,3.4,4.38,1.35
Cà Mau,2013,5294.9,1202.1,227.0,1202.07,606.04,596.04,263.06,939.01,14.6,6.0,8.7,2.9,11.4,-8.5,101.68,Đồng bằng sông Cửu Long,3.7,0.85,2.34,1.33
Cà Mau,2014,5294.9,1200.7,226.8,1200.74,605.83,594.9,264.48,936.25,13.8,7.4,6.4,2.8,16.4,-13.6,101.84,Đồng bằng sông Cửu Long,2.4,4.2,5.01,1.32
Cà Mau,2015,5294.9,1199.5,226.5,1199.5,605.7,593.8,266.0,933.6,13.7,5.4,8.2,0.5,7.7,-7.2,102.0,Đồng bằng sông Cửu Long,1.3,1.0,4.1,1.3
Cà Mau,2016,5221.2,1198.1,229.5,1198.1,605.5,592.6,267.3,930.8,13.9,4.8,9.0,0.9,9.1,-8.2,102.2,Đồng bằng sông Cửu Long,0.99,2.81,4.01,1.28
Cà Mau,2017,5221.2,1197.0,229.3,1197.0,605.3,591.6,268.8,928.2,11.9,6.6,5.3,0.1,9.4,-9.3,102.3,Đồng bằng sông Cửu Long,2.21,1.0,3.41,1.27
Cà Mau,2018,5221.2,1195.6,229.0,1195.6,605.1,590.4,270.3,925.3,12.3,5.0,7.3,1.1,7.7,-6.6,102.5,Đồng bằng sông Cửu Long,4.54,0.37,5.23,1.25
Cà Mau,2019,5221.2,1194.3,229.0,1194.3,604.9,589.4,271.7,922.6,12.9,5.4,7.5,1.3,13.8,-12.5,102.63,Đồng bằng sông Cửu Long,2.8,0.58,1.15,1.24
Cà Mau,2020,5274.5,1193.9,226.0,1193.89,604.74,589.16,271.11,922.78,13.16,5.21,7.95,0.68,15.83,-15.15,102.64,Đồng bằng sông Cửu Long,2.66,1.23,3.57,1.22
Cà Mau,2021,5274.5,1208.8,229.0,1208.75,612.26,596.49,275.35,933.4,12.8,5.4,7.37,0.82,20.22,-19.39,102.64,Đồng bằng sông Cửu Long,3.46,3.38,1.33,1.23
Cà Mau,2022,5274.5,1207.6,229.0,1207.63,617.17,590.46,275.77,931.86,12.4,6.59,5.81,0.57,12.89,-12.32,104.52,Đồng bằng sông Cửu Long,0.73,3.14,5.41,1.21
Cà Mau,2023,5274.5,1207.4,228.9,1207.37,617.1,590.28,278.39,928.99,9.82,6.09,3.73,0.44,11.32,-10.88,100.61,Đồng bằng sông Cửu Long,1.47,2.41,3.74,1.2
Cà Mau,2024,5274.5,1212.0,229.8,1212.0,619.5,592.5,284.86,927.14,11.82,3.81,8.01,1.38,12.36,-10.97,104.56,Đồng bằng sông Cửu Long,5.02,2.48,2.43,1.2
